category,location,lat,lng,img
emergency_bell,방범-천호1동-013,37.54373,127.13728,
emergency_bell,방범-천호1동-040,37.54466,127.1377,
emergency_bell,방범-천호1동-071,37.54804,127.13818,
emergency_bell,방범-천호1동-072,37.54958,127.1404,
emergency_bell,방범-천호1동-073,37.54568,127.13853,
emergency_bell,방범-천호1동-074,37.54578,127.1345,
emergency_bell,방범-천호1동-004,37.54562,127.13391000000001,
emergency_bell,방범-천호1동-005,37.54947,127.13806000000001,
emergency_bell,공원관리-천호2동-007,37.54823,127.12252,
emergency_bell,방범-천호1동-046,37.54339,127.13266999999999,
emergency_bell,방범-천호2동-059,37.54359,127.13111,
emergency_bell,방범-천호2동-001,37.54419,127.13122,
emergency_bell,방범-천호2동-075,37.54772,127.12778999999999,
emergency_bell,방범-천호2동-027,37.548840000000006,127.13026,
emergency_bell,방범-천호2동-070,37.54743,127.13123999999999,
emergency_bell,방범-천호2동-002,37.5469,127.13252,
emergency_bell,방범-천호2동-031,37.54739,127.13346000000001,
emergency_bell,스쿨존-천호2동-001,37.54525,127.13269,
emergency_bell,공원관리-천호2동-004,37.5455,127.13181999999999,
emergency_bell,방범-천호2동-004,37.54573,127.1317,
emergency_bell,방범-천호2동-074,37.54535,127.13044,
emergency_bell,방범-천호2동-032,37.54634,127.1318,
emergency_bell,방범-천호2동-050,37.54698,127.13066,
emergency_bell,공원관리-천호2동-001,37.54714,127.12981,
emergency_bell,스쿨존-천호2동-002,37.54627,127.13075,
emergency_bell,스쿨존-천호2동-003,37.54627,127.13075,
emergency_bell,스쿨존-천호2동-004,37.54598,127.12928000000001,
emergency_bell,방범-천호2동-005,37.5456,127.12847,
emergency_bell,스쿨존-천호2동-005,37.547290000000004,127.12908,
emergency_bell,방범-천호2동-058,37.54755,127.12561000000001,
emergency_bell,방범-천호2동-079,37.54797,127.12615,
emergency_bell,방범-천호2동-006,37.54785,127.12418999999998,
emergency_bell,스쿨존-천호2동-007,37.54703,127.12433,
emergency_bell,방범-길동-033,37.535959999999996,127.14416000000001,
emergency_bell,공원관리-길동-006,37.5357,127.1426,
emergency_bell,공원관리-길동-007,37.54077,127.14748,
emergency_bell,방범-길동-019,37.53601,127.14263000000001,
emergency_bell,방범-길동-020,37.535990000000005,127.14143999999999,
emergency_bell,방범-길동-029,37.53548,127.13983,
emergency_bell,방범-길동-021,37.53709,127.1389,
emergency_bell,방범-길동-046,37.53583,127.13848,
emergency_bell,방범-길동-064,37.536809999999996,127.13523,
emergency_bell,방범-길동-022,37.53577,127.13706,
emergency_bell,방범-길동-063,37.54298,127.14759,
emergency_bell,방범-둔촌1동-007,37.523309999999995,127.14418,
emergency_bell,스쿨존-둔촌2동-013,37.53089,127.14578,
emergency_bell,스쿨존-둔촌2동-005,37.53119,127.14548,
emergency_bell,방범-둔촌2동-001,37.53171,127.14468000000001,
emergency_bell,방범-둔촌2동-033,37.53259,127.14363999999999,
emergency_bell,방범-둔촌2동-034,37.531929999999996,127.14397,
emergency_bell,방범-둔촌2동-042,37.534079999999996,127.14426999999999,
emergency_bell,방범-둔촌2동-005,37.53353,127.14331000000001,
emergency_bell,방범-둔촌2동-011,37.53247,127.14323999999999,
emergency_bell,스쿨존-둔촌2동-010,37.53263,127.14203,
emergency_bell,방범-둔촌2동-022,37.5332,127.1418,
emergency_bell,방범-둔촌2동-007,37.52993,127.14001,
emergency_bell,스쿨존-둔촌2동-011,37.5291,127.13972,
emergency_bell,방범-둔촌2동-043,37.53091,127.14195,
emergency_bell,방범-둔촌2동-044,37.53313,127.14708,
emergency_bell,방범-둔촌2동-045,37.52763,127.14792,
emergency_bell,방범-둔촌2동-046,37.52697,127.14719,
emergency_bell,방범-둔촌2동-047,37.5276,127.14493,
emergency_bell,방범-둔촌2동-048,37.5309,127.14028,
emergency_bell,방범-둔촌2동-049,37.53131,127.14446000000001,
emergency_bell,방범-고덕2동-002,37.56142,127.16986000000001,
emergency_bell,방범-고덕2동-008,37.5606,127.17005,
