Title,Singer,Song_ID,Release_Date,Like_Count,lyrics,Album,Genre
투정,드림캔디,36674549,2023.08.03,4,"창문을 열어보면 따스한 햇살이 내 마음속까지 들어와 날 비춰
너도 햇살처럼 내 맘에 들어와 하루를 밝게 비춰 주고 있어
내맘을 아는지 모르는지 날 자꾸 투정 부리게만 해
내가 니 맘속에서 밝게 빛나진 않아도 나를 좀 봐줄래
너를 생각하면 난 맘이 너무 설레 두근거리는 내맘 너는 아니
이제 너의 꿈이 될 날 안아줄래 아직 어린아이 같지만
내 이름은  아는지 모르는지 왜 자꾸 장난스레 웃기만 하니
나도 너처럼 네맘에 들어가 하루를 밝게 비춰 주고 싶어
내맘을 아는지 모르는지 날 자꾸 투정 부리게만 해
영화속 나오는 주인공은 아닐지 라도 나를 좀 봐줄래
너를 생각하면 난 맘이 너무 설레 두근거리는 마음 너는 아니
이제 너의 꿈이 될 날 안아줄래 아직 어린아이 같지만
가끔 많이 매일 생각해 니가 내손을 잡아주는 날
어떤 기분일까 매일 상상하는 날 이젠 내손 잡아 줄래
너를 생각하면 난 맘이 너무 설레 두근  거리는 마음 너는 아니
이제 너의 꿈이 될 날 안아줄래 아직 어린아이 같지만",투정,댄스
티가 나나봐 (prod. crack),안선랑,36674162,2023.08.03,2,"처음 느껴본 것만 같아
너를 만난 날부터
매일 똑같이 지루했던
하루하루가 달라지는게
너가 아니면 가능할까
도대체 넌 내게 뭘까
지금 너도 나와 같을까
편안함과 설레임을
동시에 느낄 수 있다는게
너라서 가능한가봐
내 얼굴에 티가나나봐
숨길수가 없나봐
가리면 가릴수록
더 드러나 보이나봐
어쩔 수 없나봐
너를 향한 나의 마음은
감출 수가 없나봐
매일 너의 손을 잡고서
사랑해 고백할래
매일 내가 설렐 수 있게
내 손 놓치지 말아줄래
단 하루도 내 곁에서
떨어지지 않았으면 해
너의 품에 안겨있을래
포근함과 두려움을
동시에 느낄 수 있다는게
너라서 가능한가봐
내 얼굴에 티가나나봐
숨길수가 없나봐
가리면 가릴수록
더 드러나 보이나봐
어쩔 수 없나봐
너를 향한 나의 마음은
감출 수가 없나봐
너에겐 나를 끌어당기는
무언가가 있는 듯해
그 뭔가에 이끌려 하루하루
네게 달려가는 나
내 사랑은 티가나나봐
숨길 수가 없나봐
어제보다 오늘
더 널 사랑하니까
어쩔 수 없나봐
너를 향한 나의 마음은
감출 수가 없나봐",티가 나나봐 (prod. crack),댄스
전자렌지 요리사,전자렌지 요리사,36671665,2023.08.03,0,"전자렌지 요리사
전자렌지에 넣어서 시간만큼 돌리면 전자렌지 요리사
전자렌지에 넣어서 시간만큼 돌리면 전자렌지 요리사",전자렌지 요리사,댄스
The Flash,권은비,36668415,2023.08.02,8428,"Can’t run away
이 순간에 갇혀
달콤함 뒤에 숨긴 어둠에 익숙해져 가
No way
길을 잃어버린
날 비추던 빛은 희미해져 가
Running in a loop
I know I can’t hide
빠져들어 난 Even it’s a lie
네게 다가가 두렵지 않아
Let’s play this game
Who to blame
이미 알아 난
사실은 나 밤의 정적이 좋아
어둠 속 날 찾아낼 네가 좋아
웅크린 내 위로 내민 그 손을 잡은 순간
번져와 내게 I fall in love (Too fast)
이 밤
어서 와 내게 I caught my breath
잡힐 듯 잡히지 않아 더 갖고 싶게
In a flash
(Catch me) It came to me in a flash
(Catch me) 사라지지 In a flash
내가 없는 네 시간
해가 뜨지 않는 낮
난 항상 네 안에 있어
귓가에 속삭인 거짓은 Sounds so true
순식간에 맘 네게 녹아
Running in a loop
I know I can’t hide
빠져들어 난 Even it’s a lie
네게 다가가 두렵지 않아
Let’s play this game
Who to blame
이미 알아 난
사실은 나 밤의 정적이 좋아
어둠 속 날 찾아낼 네가 좋아
손끝에 닿아온 느낌에 깜짝 놀란 순간
번져와 내게 I fall in love (Too fast)
이 밤
어서 와 내게 I caught my breath
잡힐 듯 잡히지 않아 더 갖고 싶게
In a flash
(Catch me) It came to me in a flash
(Catch me) 사라지지 In a flash
천천히 물들고 있어 넌
어둠에 더 취해
나의 세상을 다 흔들어 놔 Uh
번져와 내게 I fall in love (Too fast)
이 밤
어서 와 내게 I caught my breath
잡힐 듯 잡히지 않아 더 빠져들게
In a flash
My addiction, I can’t let it go
It came to me in a flash
My addiction, I can’t let it go
사라지지 In a flash",The Flash,댄스
DO or DIE,xikers(싸이커스),36652979,2023.08.02,945,"Hey, hey, hey
xikers
Hey, hey
1, 2, 3 Go
Hey 미치고
팔짝 뛰고 놀아
뭐가 그리 쫄려
그냥 DO or DIE
우린 Make a storm
Drop it like a 펑
쫄지 마 그냥 DO or DIE
한번 가보자
Game 같아 막 매일 같이
우리는 Level up 죽지 않아 no
Ready, get set, I go right there
갈 땐 가더라도 즐겨야지 사는 거
Don’t doubt us 우린 제대로
나 춤춰 Every day
We blow up everywhere
I’m gonna shake it shake it
We’re going freaky freaky
I’m going freaky
방에 만들어 지진
DJ drop that scratch gonna 삐끼삐끼
I got no brain
망가진 Train
Gonna be slaying
우린 잘라 매일 Cake
하늘 뚫고 We’re gonna jump
발로 뛰어 Gotta run
다시 Ready set & go
Let’s jump
1, 2, 3 Woah
Hey 미치고
팔짝 뛰고 놀아
뭐가 그리 쫄려
그냥 DO or DIE
우린 Make a storm
Drop it like a 펑
쫄지 마 그냥 DO or DIE
Woah oh oh oh oh oh oh oh
I’m gonna shake it shake it
We’re going freaky freaky
Woah oh oh oh oh oh oh oh
쫄지 마 그냥 DO or DIE
아, 저기 모든 분들
어디 가지 마시고 Come here
이제부터야 여기 붙어
다 같이 흔들어 바삐
I wanna play DO or DIE
무대 위에서 미치광이
뭐를 해도 간지가 나지
멈출 줄 몰라 쳇바퀴
Hey
What you doin’ what you doin’ ay man
날 막아서면 변해 Like a savage
Brrrr 발 뺄 바엔 그냥 click bang
맨 앞이 아니면 관심 없어
위로 빡세게 밀어 Grrrr
하늘 뚫고 We’re gonna jump
발로 뛰어 Gotta run
다시 Ready set & go
Let’s jump
Oh yeah
Hey 미치고
팔짝 뛰고 놀아
뭐가 그리 쫄려
그냥 DO or DIE
우린 Make a storm
Drop it like a 펑
쫄지 마 그냥 DO or DIE
Woah oh oh oh oh oh oh oh
I’m gonna shake it shake it
We’re going freaky freaky
Woah oh oh oh oh oh oh oh
쫄지 마 그냥 DO or DIE
Fight yourself 감춰진
Enemy is 너 only
이 세상 누구도
못 말리지 No one
Never gonna stop yeah
오늘 이 패기
이게 Main match yeah
Woah oh
1, 2, 3 Go
Woah oh oh oh oh oh oh oh
I’m gonna shake it shake it
We’re going freaky freaky
Woah oh oh oh oh oh oh oh
쫄지 마 그냥 DO or DIE
한 번 더
I’m gonna shake it shake it
We’re going freaky freaky
Woah oh oh oh oh oh oh oh
쫄지 마 그냥 DO or DIE",HOUSE OF TRICKY : HOW TO PLAY,댄스
WE GO,더윈드 (The Wind),36643104,2023.08.02,1135,"You ready?
We go we go
We go we go
구름 없는 맑은 하늘이
우리를 비추고 있어 소리쳐보자
시곗바늘이 어떻게 가는지 중요치는 않아
Make you move
Make you move
팔다리 움직여
쭉 뻗은 Highway 지구 끝까지 어디라도 난 좋아
Shining star 보이니? 너와 함께라면 난 좋아
한 여름밤에 우리들의 꿈
너를 내 눈에 담고 하염없이 달려가 지금
거침없이 Ride 나와 같이 가
Countdown 3,2,1 & Go
같이 가자 저 하늘까지 멈출 수 없는걸
올라가자 저 우주 위로 Let’s ride
We go we go
함께라면 절대 두렵지 않아
속도를 올려 내 손 꽉 잡아줄래?
가슴이 터질 것만 같아
저기 빛을 향해서 달려
We go we go
Uh 난 눈부신 광경에 Hands up
날 따라온 이 순간 Go up ya
지금 이대로 영원히 Ever 오지 않을 순간
따분한 여길 벗어나 Yeah
Yeah 눈 앞에 펼쳐진 Paradise
너와 함께 가고 싶어 나
나침반이 이끄는 그곳이 어딘지 나 이제 알 것 같아
내 맘이 이끄는 곳
자 시작해 Hey 날 따라와 Hoo
준비는 됐어 Ready, Set, go!
너를 내 눈에 담고 하염없이 달려가 지금
거침없이 Ride 나와 같이 가
Countdown 3,2,1 & Go
같이 가자 저 하늘까지 멈출 수 없는걸
올라가자 저 우주 위로 Let’s ride
We go we go
함께라면 절대 두렵지 않아
속도를 올려 내 손 꽉 잡아줄래?
가슴이 터질 것만 같아
저기 빛을 향해서 달려
We go we go
따라올라 와 위로 Catch up
손을 위로 다 전부 Throw up
이 노래를 Listen up
커져가는 함성 속 우리 길은 하나야
같이 가자 저 하늘까지 멈출 수 없는걸
올라가자 저 우주 위로 Let’s ride
We go we go
함께라면 절대 두렵지 않아
속도를 올려 내 손 꽉 잡아줄래?
가슴이 터질 것만 같아
저기 빛을 향해서 달려
We go we go",Ready : 여름방학,댄스
Memory's color,로화 (ROWHA),36667216,2023.08.02,6,"하나둘씩 켜지는 불빛들
회색빛 건물들이 보여
이제 그만 내 손을 잡아
나가보자
무거운건 싣지 말고 버려버려
잊혀진 오랜 기억들을 챙겨
휴대폰 액정에
스크린 속 화면에 갇힌
우리가 꿈꾸던 자유로
빨주노초파남보라
무지개 봤던 그때 그 자리야
알록달록 빛났던
빛이 바랜 추억들
다 남아있는 자리야
잊지마 너의 emotion
다른 색깔 물감이 쏟아져도
누구보다 빛나던
그때에 널
무지갯빛 나날들
하루하루 똑같은 나날들
일상이 돼버린 한숨들
이젠 그만할 때도 됐잖아
나가보자
껍데긴 싣지 말고 버려버려
잊혀진 일곱 색 물감을 챙겨
길고 긴 터널에
꽉 막힌 다리에 가린
우리가 꿈꾸던 자유로
빨주노초파남보라
무지개 봤던 그때 그 자리야
알록달록 빛났던
빛이 바랜 추억들
다 남아있는 자리야
잊지마 너의 emotion
다른 색깔 물감이 쏟아져도
누구보다 빛나던
그때에 널
무지갯빛 나날들
my memory's color
빨주노초파남보라
무지개가 엉망진창이잖아
알록달록 빛났던
빛이 바랜 추억에
더 예쁜 색을 덧칠하자
울지 말자 살다 보면
다른 색깔 물감이 쏟아져도
앞으로 더 빛나고
지금보다 설레는
무지갯빛 나날들
my memory's color",Memory's color,댄스
폼미쳤다,영탁,36666507,2023.08.01,19028,"난 성격이 급해
앞 뒤 계산은 안 해
난 제일 일찍 일어나고 보는 새
꿈 하나만을 쫓네
퍼즐을 맞춰 가네
난 시작하면 끝을 봐야 하는 애
왠지 나는 뭔가 될 것 같은 느낌
진짜 좋은 사람들이 함께하네 Lucky
나아아아
거울 속 나를 보네
나아아아
자 이제 출격 준비
나 오늘 폼 미쳤다
(따르릉 따르릉 따르릉 따르릉)
길을 비켜라
찢었다 찢었
따라올템 따라와바
(꺄르륵 꺄르륵 꺄르륵 꺄르륵)
불을 지펴라
진짜 우리 오늘 폼 미쳤다
라라라라라라라라
난 독학이 편해
틀에 박힌 건 안 해
더 자유로운 곳에 나를 방생해
실수 좀 하면 어때
뭔가를 하나 더 배웠네
점점 선명해지는 나를 발견해
난 왠지 오늘 뭔가 될 것 같은 느낌
진짜 좋은 친구들이 함께하네 Lucky
나아아아
거울 속 나를 보네
나아아아
자 이제 출격 준비
나 오늘 폼 미쳤다
(따르릉 따르릉 따르릉 따르릉)
길을 비켜라
찢었다 찢었
따라올템 따라와바
(꺄르륵 꺄르륵 꺄르륵 꺄르륵)
불을 지펴라
진짜 우리 오늘 폼 미쳤다
라라라라라라라라
You don’t know
what you have got
따라올템 따라와바
You don’t know
what you have got
우리 오늘 폼 미쳤다
라라라라라라라라
(꺄르륵 꺄르륵 꺄르륵 꺄르륵)
불을 지펴라
진짜 우리 오늘 폼 미쳤다
라라라라라라라라",FORM,댄스
Spoiler,VIVIZ (비비지),36664681,2023.08.01,1833,"Oh, 네 모든 게 Spoiler
where are you at, 꿈이 망가지려 해
어떻게 내 눈에는 보여 on my eyes
넌 몰랐을거야 다 알고 있었어
니가 내게 했던 거짓말들 all your lies
사랑이란 그런거라 모두 알고 참는거라
난 바보처럼 눈을 감고 참았어
진실마저 모두 묻어버리고서
내 사랑을 지킨거야
hey where are you at, 모든 게 스포일러
더 슬퍼지는 내 맘 내 맘 내 맘 많이 아파
s.po.i.l.e.r s.po.i.l.e.r 네 모든 게
돌이킬 수 없는 스포일러 (right now)
where are you at, 모든 게 스포일러
슬퍼지는 내 맘 내 맘 내 맘 많이 아파
s.po.i.l.e.r s.po.i.l.e.r 네 모든 게
돌이킬 수 없는 스포일러
모든 게 Spoiler
니가 다 망친거야
you, you messed up my life
don't get me wrong
이미 다 본 spoiler
사랑해서 loser 그게 바로 lover
니가 했던 모든 spoiler
손해볼 생각하고 저질렀어 love, I know I know I know
사랑이란 그런거라 모두 알고 참는거라
난 바보처럼 눈을 감고 참았어
진실마저 모두 묻어버리고서
내 사랑을 지킨거야
hey where are you at, 모든 게 스포일러
더 슬퍼지는 내 맘 내 맘 내 맘 많이 아파
s.po.i.l.e.r s.po.i.l.e.r 네 모든 게
돌이킬 수 없는 스포일러 (right now)
where are you at 모든 게 스포일러
슬퍼지는 내 맘 내 맘 내 맘 많이 아파
s.po.i.l.e.r s.po.i.l.e.r 네 모든 게
돌이킬 수 없는 스포일러
모든 게 Spoiler
Oh 뻔한 결말 Oh 다 알고 있었지만
내 마음이 넘 두근거려 다 (my mind)
알면서도 속았었는데 왜
눈물이 왜 자꾸만 흐르는건지
내 사랑은 어디 갔어
hey where are you at, 모든 게 스포일러
더 슬퍼지는 내 맘 내 맘 내 맘 많이 아파
s.po.i.l.e.r s.po.i.l.e.r 네 모든 게
돌이킬 수 없는 스포일러 (right now)
Tell me now
모든 게 spoiler야
네 모든 게 spoiler야
돌이킬 수 없는 스포일러 (oh my love)
모든 게 spoiler야
네 모든 게 spoiler야
돌이킬 수 없는 스포일러
모든 게 Spoiler",소용없어 거짓말 OST Part 1,"댄스, 국내드라마"
BLUE,씨드 (XEED),36665006,2023.08.01,186,"Yeah, 마침내 나에게 허락된 View
더 이상 꿈이 아닌 눈앞에 펼친 신기루 Yeah
손끝에 선명하게 느껴지는
눈 부신 빛의 바다 넘칠 듯 일렁이는 Moon
I’m feelin’ like
처음 만난 세상 속에서 마주한 나의 Blue
한순간에 사라질까 봐 두려운 신기루
괜찮아 그래도 걸어가볼래 널 믿고
I walk with you
I can be there for you, Wah
Walking in blue mist
꿈을 꾸는 듯 (두 눈을 가려도)
Walking in twilight
빛이 되어준 You (찾아낼 수 있어)
Hey, 너에게로 이끌리듯 빠져드는 Deja-vu
Walking in blue mist 너의 손잡고
I can be there for you
Yeah, 어느새 너의 푸른빛 파도가
내 마음속 깊이 파고들어 와
새롭게 눈을 뜨고 너와 함께 마주한
우리를 위한 아름다운 Paradise
(Yeah, we be like) You
너라는 빛으로 완전히 물드는 View
마음속의 그늘도 빛나게 해
서로 다른 차원 너머에 가득 피어난 Bloom
이젠 외면하지 않아 더 찬란할 나의 Blue
우린 함께라는 걸 닿아있으니 All night long
Yeah, Cause I know
I can be there for you, Wah
Walking in blue mist
꿈을 꾸는 듯 (두 눈을 가려도)
Walking in twilight
빛이 되어준 You (찾아낼 수 있어)
Hey, 너에게로 이끌리듯 빠져드는 Deja-vu
Walking in blue mist 너의 손잡고
I can be there for you
깊은 어둠 속에 Falling into
커져가는 딜레마I don’t wanna lose
난 매 순간 Higher 아픔 따윈 All through
사라진 Blue mist
Walking in blue mist
We can make it true (이뤄 내 Dreams come true)
Walking in twilight 미로 끝의 view (찾아낼 수 있어)
Hey, 담아볼래 눈에 전부 눈부실 내 안의 Blue
Walking in blue mist 날이 갠 후
날아가 저 위로
Yeah, I can be there for you
I can be there for you (I got you)
날아가 저 하늘위
날아가 저 하늘 위 (I got you)
Yeah, I can be there for you
I can be there for you (I got you)
날아가 저 하늘 위
I can be there for",BLUE,댄스
Give me Your,손석민,36663227,2023.08.01,1,"Give me
Your Heart bebe
Give me
Your Heart bebe
오늘 따라 유난히도 아름답기만 해
이미 너는 내 마음 속 전부를 차지해
너를 보는 내 눈빛을 보면 알 수 있니
내가 너에게 푹 빠진 걸 알 수 있잖아
이런 날 이렇게 냉정하게 대해
내가 마음에 안 드는 이유 좀 말 해줘
그걸 내가 고칠 수 있게 기회를
한번 만이라도 줘봐 난 잘 할 수 있어
Give me
Your Heart bebe
Give me
Your Heart bebe
나는 절대 아무 여자한테 이렇게
빠지는 사람이 아냐 오해 하지마
또한 외모로만 판단하는 그런 사람
아닌 거야 그러니 나에게 기회를 줘
당장 사귀자는 것도 아닌 거야
서로 알아가는 단계를 거치자는 것
너무 재는 것도 건강에 해로워
나는 어떤 남자인지 알아보라니까
Give me
Your Heart bebe
Give me
Your Heart bebe
Give me chance bebe
Give me chance bebe
나 절대 이상한 사람은 아니야
얼굴도 착하지만 마음도 착하다고
양아치 아니야 걱정하지 말아
알아 보면 후회하지 않을 거야 Check it
Give me
Your Heart bebe
Give me
Your Heart bebe
Give me chance bebe
Give me chance bebe",Give me Your,댄스
New Emotions,인피니트,36664292,2023.07.31,14096,"You got, you got, got me trippin’
Stuck in the emotion
I can’t kick it away
Think about you
날 흘러내리게 해 You do
넌 무심한 Flu, uh
아마 그렇게 퍼져버린 듯
넌 물리적 한곌 벗어난 채
내 한 치 앞을 모르게 해
Right 널 쫓게 되지 So bad
고장 난 나침반 Can I just follow you
Give me a sign, 흐릿한 곳
그쯤에서 피어난 그
Flower and you 감정은
보란 듯 빠르게 Bloom
You make me
Lose my mind (Lose my mind)
깊게 더 Brand new emotions
Dance with me (Way to long)
붕 떴지 (Way to high)
Can’t come down (Can’t come down)
Brand new emotions
You got me to lose my mind
숨 가쁜 듯이
Dance with me up all night
중독돼
You got me to lose my mind
All day and all night
널 새다 잠든 밤
Brand new emotions
스며든 Mood
우린 그 사이로 Divin’ 중
어지러운 눈
내 시야를 뺏은 너의 춤
넌 다음, 그다음을 모르게 해
그다음 다시 날 기다리는 Wave
What if I jump up to the next page
끝을 모르는 지금이 영원하길
Give me a sign, 흐릿한 곳
그쯤에서 피어난 그
Flower and you 감정은
기다렸단 듯이 Move
You make me
Lose my mind (Lose my mind)
깊게 더 Brand new emotions
Dance with me (Way to long)
붕 떴지 (Way to high)
Can’t come down (Can’t come down)
Brand new emotions
You got me to lose my mind
숨 가쁜 듯이
Dance with me up all night
중독돼
You got me to lose my mind
All day and all night
널 새다 잠든 밤
Brand new emotions",13egin,댄스
Break the ice (Feat. Wonic),KEENEAT,36663719,2023.07.31,6,"Hush
Now we're gonna talk
For a better world we strive
You don’t have to fear
All right, let's get started
Oh people say me scary horror
But I can create a better future (for yours)
It could be different
but I'll make a difference
don't fearing the world that you’ll undergo
I may not feel, the way that you do
I want to listen to your hearts
As the melody weaves make fit your music
You gotta take that step, Just keep going now on (diving)
Oh oh You are stuck in prejudice
oh oh we're one and we're the same
To a world of wonder, where dreams come true
by the way. in this timeless game (Right~)
I’m gonna break the ice
I wanna shine myself like the sound you want
I’m gonna break the ice
I'm gonna change myself
Cry out the world
Break it up !
Break it up !
Let's dance all night, never stop
Break it up !
Break it up !
Let's break the rules
Why don't you live it up?
So let's raise our voices
Break it up
Break it up
At this moment, we are free
Huh, you know how to react?
I'm here to change the game, and make you feel the flames until we’re done. (Ho!)
make it boom!
make it pop!
make it move! come it up now
you got it? don't worry! let’s get it started (why not?)
we are the kings
We are the queens of the noise
throw your hands up, let the beat control
We're the ones, who make a change
never look back!
Our voices echo, like a thundering sound
I’m gonna break the ice
I wanna shine myself like the sound you want
I’m gonna break the ice
I'm gonna change myself
Cry out the world
Break it up !
Break it up !
Let's dance all night, never stop
Break it up !
Break it up !
Let's break the rules
Why don't you live it up?
So let's raise our voices
Break it up
Break it up
At this moment, we are free
It's that okay
you can be everything . And anything
Come up to the top Don't give up.
If you wanna change . oh baby
If you wanna switch . oh baby
If you wanna dice . oh baby
I’m Keeneat.
You'll find me. Make some noise.
I’m gonna break the ice
I wanna shine myself like the sound you want
I’m gonna break the ice
I'm gonna change myself
Cry out the world
Break it up !
Break it up !
Let's dance all night, never stop
Break it up !
Break it up !
Let's break the rules
Why don't you live it up?
So let's raise our voices
Break it up
Break it up
At this moment, we are free",KEENEAT Vol.3,댄스
맘이 약해서,BORISU,36662117,2023.07.31,2,"내맘이약해서
In the silence of the night
I am lost in memories.
Thoughts of you and me.
how it used to be.
But now you are gone.
we've said our good bye
I'm left with tears in myeye wondering why
Oh how I miss you my heart feels so blue
The pain of losing you. it cuts me through.
I never though we had end up this way.
But now I am left alone, wishing you'd stay.
맘이약해서(mam e yak he so) 잡지못했네(jab ji moss haess ne)
매일매일 그리워한다(mae il mae il geu li wohan da) uh uh
보고싶지만(Bo go sip ji maan) I will let you go
I am sending all the memories i'd loved you.
I see your face in every.
crowd that passes by.
You're not by my side, and it makes me cry.
I try to move on
My heart's still stuck in the past.
I hope you are happy now.
Even though we didn't last.
Oh how I miss you my heart feels so blue
The pain of losing you. it cuts me through.
I never though we had end up this way.
But now I am left alone, wishing you'd stay.
맘이약해서(mam e yak he so) 잡지못했네(jab ji moss haess ne)
매일매일 그리워한다(mae il mae il geu li wohan da) uh uh
보고싶지만(Bo go sip ji maan) I will let you go
I am sending all the memories i'd loved you.
I wish i could trun back time and make things right.
but all i have now are these loney night~
맘이약해서(mam e yak he so) 잡지못했네(jab ji moss haess ne)
매일매일 그리워한다(mae il mae il geu li wohan da) uh uh
보고싶지만(Bo go sip ji maan) I will let you go
I am sending all the memories i'd loved you.",맘이 약해서,댄스
뻔뻔,한소민,36662078,2023.07.31,67,"(안봐도 뻔해 뻔할뻔자야 불을 보듯 뻔하지)
누굴 만나도 무엇을 해도
너밖에 몰라 저밖에 몰라
너 정말 웃긴다 뻔뻔
너 정말 웃긴다 뻔
너 정말 웃긴다 뻔뻔
너 정말 웃긴다 뻔
(뻔~뻔~)
안봐도 뻔해 뻔할뻔자야 불을 보듯 뻔하지
안봐도 뻔해 뻔할뻔자야 불을 보듯 뻔하지
뻔뻔하게
어디서 뭐해 안봐도 뻔해
남의 얘기를 꽃피우겠지
너 정말 웃긴다 뻔뻔
너 정말 웃긴다 뻔
너 정말 웃긴다 뻔뻔
너 정말 웃긴다 뻔
(뻔~뻔~)
안봐도 뻔해 뻔할뻔자야 불을 보듯 뻔하지
안봐도 뻔해 뻔할뻔자야 불을 보듯 뻔하지
안봐도 뻔해 뻔할뻔자야 불을 보듯 뻔하지
안봐도 뻔해 뻔할뻔자야 불을 보듯 뻔하지
뻔뻔하게
(뻔뻔하게)",이플 소민,댄스
네버랜드,하라무코,36661953,2023.07.31,12,"오늘도 지친 하루, 어느새
흔적도 없이 잊어버린 꿈
하루가 끝나기만 기다려지고
내일을 기대하지 않게 된 우리
이러면 안 돼! 저러면 안 돼!
이것저것 따지는 것 투성이
회색빛 하늘, 검은색 미래
도망치고 싶을 때
내 손을 잡아
널 알록달록한 세상에
우린 분명 행복할 거야
너의 곁엔 언제나
내가 있어!
어두웠던 마음에
찬란히 빛나는 나의 색을
물들이고 싶어 온기를 나눠 줄게
나를 꽉 안아 줘 이렇게!
조금 지치고 또 힘들 때
오늘의 기억 떠올릴 수 있게
싫은 일은 잊어버리고
우리 모두 함께 춤추자
발이 아플 땐 쉬어가도 돼
가야 할 곳이 너무나 많아
내일은 또 어떤 그림이 기다릴까
스케치가 궁금하기도 해
빨간색 태양, 파란색 바다!
아름다운 초록의 행성에서
나의 곁에 너, 너의 옆에 나!
한 폭의 그림같아
세상을 그려봐
마음속 꿈꿔왔던 곳
더는 망설일 필요 없어
너의 곁엔 언제나
내가 있어!
어두웠던 마음에
찬란히 빛나는 나의 색을
물들이고 싶어 온기를 나눠 줄게
나를 꽉 안아 줘 이렇게!
조금 지치고 또 힘들 때
오늘의 기-억 떠올릴 수 있게
싫은 일은 잊어버리고
우리 모두 함께 춤추자
혼자였던 나에게 함께를 알려 준
사랑을 가르쳐 준 너에게
네가 좋아하는 그 무엇이든 될게
끝까지 노래할 거야
나는, 너를
어두웠던 내 마음에
드리운 너라는 무지개를
기억하고 있어 예전 그때처럼
나를 꽉 안아 줘 이렇게!
달이 지고 해가 떠오를 때
내일도 나를 기억할 수 있게
걱정은 다 잊어버리고
금 나와 함께 춤추자",네버랜드,댄스
사실은말야,최유라 (플라잉타조),36660023,2023.07.31,2,"사실난 매운음식 못먹어
사실난 해산물을 싫어해
사실난 술한잔도 못마셔
그래도 그런 말 못했지
사실난 사람 많은곳 싫어
사실난 공포영화 잘못봐
사실난 놀이기구 무서워
그래도 그런 말 못했지
사실은 말야 너를 너를 너무너무 사랑해서
나는 나는 나는 나는 너만 보여 Baby
다른건 안보여 나는 그래 Oh my love
우리는말야 언제까지 서로 마음을 숨겨야해
어제 오늘 그리고 내일 마져도
절대 말할수없어 우린 그래 Forever
오늘도 너의 집앞에 갔어
내일은 너의 회사로 갈께
아직도 너의 나의 마음을 모른채
항상 그렇게 모른척해
오늘은 너의 그녀가 왔어
네곁을 그만 떠나달라고
하지만 나는 그럴수 없어
너를 너무 사랑하는걸
사실은 말야 너를 너를 너무너무 사랑해서
나는 나는 나는 나는 너만 보여 Baby
다른건 안보여 나는 그래 Oh my love
우리는말야 언제까지 서로 마음을 숨겨야해
어제 오늘 그리고 내일 마져도
절대 말할수없어 우린 그래 Forever",사실은말야,"댄스, 인디음악"
